,# unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes,total_inputs,algorithm
0,1,0.0,0.0,2.0,0.0,0.0,5660.55,0.0,0.0,0.0,2.83,2.0,0.0,5660.55,14491.0,14491.0,1.0,ei-fast
1,2,0.0,0.0,10.0,0.0,0.0,5955.86,0.0,0.0,0.0,10.67,9.0,3.0,5779.69,15247.0,14796.0,11.0,ei-fast
2,4,0.0,0.0,25.0,0.0,0.0,6973.05,0.0,0.0,0.0,9.49,22.0,8.0,6314.45,17851.0,16165.0,29.0,ei-fast
3,8,0.0,0.0,45.0,0.0,0.0,7375.39,0.0,0.0,0.0,14.08,79.0,17.0,6752.34,18881.0,17286.0,95.0,ei-fast
4,16,0.0,0.0,64.0,0.0,0.0,7867.97,1.0,0.0,0.0,18.13,205.0,54.0,7279.3,20142.0,18635.0,258.0,ei-fast
5,32,0.0,1.0,108.0,0.0,0.0,9080.86,1.0,0.0,0.0,34.27,526.0,148.0,8635.94,23247.0,22108.0,673.0,ei-fast
6,64,0.0,4.0,170.0,0.0,0.0,9476.56,1.0,0.0,0.0,43.89,1236.0,370.0,9025.39,24260.0,23105.0,1605.0,ei-fast
7,128,0.0,16.0,276.0,0.0,0.0,9941.41,4.0,0.0,0.0,46.2,3596.0,1326.0,9507.03,25450.0,24338.0,4921.0,ei-fast
8,256,0.0,51.0,491.0,0.0,0.0,10490.23,16.0,0.0,0.0,102.99,8820.0,3657.0,10040.23,26855.0,25703.0,12476.0,ei-fast
9,512,0.0,155.0,919.0,0.0,0.0,11300.39,42.0,0.0,0.0,30.49,17448.0,9764.0,10778.52,28929.0,27593.0,27211.0,ei-fast
10,1512,0.0,503.0,1419.0,0.0,0.0,11711.72,181.0,0.0,0.0,35.61,43968.0,28309.0,11158.2,29982.0,28565.0,72276.0,ei-fast
11,2512,0.0,817.0,1672.0,0.0,0.0,11959.38,304.0,0.0,0.0,9.77,68493.0,45077.0,11346.48,30616.0,29047.0,113569.0,ei-fast
12,3512,0.0,1188.0,1856.0,0.0,0.0,12705.08,471.0,0.0,0.0,53.16,90018.0,61511.0,12078.52,32525.0,30921.0,151528.0,ei-fast
13,4512,0.0,1594.0,2025.0,0.0,0.0,13050.39,611.0,0.0,0.0,89.7,110073.0,76958.0,12417.97,33409.0,31790.0,187030.0,ei-fast
14,5512,0.0,1932.0,2212.0,0.0,0.0,13236.72,809.0,0.0,0.0,73.33,128869.0,90812.0,12593.36,33886.0,32239.0,219680.0,ei-fast
15,6512,0.0,2169.0,2332.0,0.0,0.0,13371.09,957.0,0.0,0.0,13.25,143851.0,103029.0,12717.97,34230.0,32558.0,246879.0,ei-fast
16,7512,0.0,2348.0,2450.0,0.0,0.0,13483.2,1076.0,0.0,0.0,27.61,157230.0,114568.0,12823.05,34517.0,32827.0,271797.0,ei-fast
17,8512,0.0,2548.0,2555.0,0.0,0.0,13574.22,1176.0,0.0,0.0,24.69,169610.0,125319.0,12907.81,34750.0,33044.0,294928.0,ei-fast
18,9512,1.0,430.0,2572.0,0.0,0.0,13576.17,1234.0,0.0,0.0,36.04,202836.0,145137.0,12908.98,34755.0,33047.0,347972.0,ei-fast
19,10512,1.0,872.0,2599.0,0.0,0.0,13580.08,1331.0,0.0,0.0,58.25,229986.0,165113.0,12910.94,34765.0,33052.0,395098.0,ei-fast
20,11512,1.0,1348.0,2634.0,0.0,0.0,13585.16,1447.0,0.0,0.0,40.0,255918.0,184205.0,12915.23,34778.0,33063.0,440122.0,ei-fast
21,12512,1.0,1837.0,2664.0,0.0,0.0,13587.5,1565.0,0.0,0.0,58.1,278570.0,201847.0,12917.19,34784.0,33068.0,480416.0,ei-fast
22,13512,1.0,2139.0,2695.0,0.0,0.0,13596.48,1696.0,0.0,0.0,39.47,297665.0,216629.0,12926.95,34807.0,33093.0,514293.0,ei-fast
23,14512,1.0,2371.0,2730.0,0.0,0.0,13615.23,1801.0,0.0,0.0,37.04,313544.0,230269.0,12935.55,34855.0,33115.0,543812.0,ei-fast
24,15512,1.0,2710.0,2782.0,0.0,0.0,13638.67,1916.0,0.0,0.0,14.62,328754.0,244272.0,12958.98,34915.0,33175.0,573025.0,ei-fast
25,16512,2.0,270.0,2825.0,0.0,0.0,13703.13,2003.0,0.0,0.0,93.33,356768.0,262532.0,13021.48,35080.0,33335.0,619299.0,ei-fast
26,17512,2.0,704.0,2838.0,0.0,0.0,13706.25,2088.0,0.0,0.0,112.58,386856.0,282277.0,13023.44,35088.0,33340.0,669132.0,ei-fast
27,18512,2.0,1175.0,2851.0,0.0,0.0,13710.55,2165.0,0.0,0.0,20.41,411821.0,301320.0,13027.73,35099.0,33351.0,713140.0,ei-fast
28,19512,2.0,1692.0,2868.0,0.0,0.0,13719.53,2276.0,0.0,0.0,65.79,436195.0,319841.0,13029.69,35122.0,33356.0,756035.0,ei-fast
29,20512,2.0,2056.0,2888.0,0.0,0.0,13727.34,2382.0,0.0,0.0,52.98,456159.0,334808.0,13037.5,35142.0,33376.0,790966.0,ei-fast
30,21512,2.0,2310.0,2906.0,0.0,0.0,13729.3,2482.0,0.0,0.0,25.89,474328.0,349896.0,13039.06,35147.0,33380.0,824223.0,ei-fast
31,22512,2.0,2548.0,2928.0,0.0,0.0,13729.3,2552.0,0.0,0.0,38.34,489346.0,363441.0,13039.06,35147.0,33380.0,852786.0,ei-fast
32,23512,2.0,2958.0,2988.0,0.0,0.0,13744.53,2657.0,0.0,0.0,28.66,505646.0,378023.0,13053.91,35186.0,33418.0,883668.0,ei-fast
33,24512,3.0,409.0,3001.0,0.0,0.0,13766.8,2730.0,0.0,0.0,69.08,539781.0,398655.0,13076.17,35243.0,33475.0,938435.0,ei-fast
34,25512,3.0,846.0,3008.0,0.0,0.0,13767.97,2791.0,0.0,0.0,22.08,566651.0,417794.0,13079.69,35246.0,33484.0,984444.0,ei-fast
35,26512,3.0,1295.0,3015.0,0.0,0.0,13775.0,2872.0,0.0,0.0,29.7,591139.0,436173.0,13082.03,35264.0,33490.0,1027311.0,ei-fast
36,27512,3.0,1778.0,3018.0,0.0,0.0,13775.0,2967.0,0.0,0.0,49.84,613244.0,453042.0,13082.03,35264.0,33490.0,1066285.0,ei-fast
37,28512,3.0,2102.0,3028.0,0.0,0.0,13775.78,3054.0,0.0,0.0,25.08,632797.0,467512.0,13082.81,35266.0,33492.0,1100308.0,ei-fast
38,29512,3.0,2340.0,3045.0,0.0,0.0,13785.94,3138.0,0.0,0.0,33.64,648669.0,481401.0,13085.55,35292.0,33499.0,1130069.0,ei-fast
39,30512,3.0,2622.0,3066.0,0.0,0.0,13800.0,3206.0,0.0,0.0,49.34,663295.0,494465.0,13097.27,35328.0,33529.0,1157759.0,ei-fast
40,31512,3.0,2981.0,3099.0,0.0,0.0,13856.64,3301.0,0.0,0.0,39.89,679167.0,507909.0,13153.91,35473.0,33674.0,1187075.0,ei-fast
41,32512,4.0,285.0,3118.0,0.0,0.0,13859.77,3366.0,0.0,0.0,61.89,708113.0,526085.0,13157.42,35481.0,33683.0,1234197.0,ei-fast
42,33512,4.0,693.0,3124.0,0.0,0.0,13860.16,3421.0,0.0,0.0,52.29,735435.0,544743.0,13157.42,35482.0,33683.0,1280177.0,ei-fast
43,34512,4.0,1135.0,3130.0,0.0,0.0,13866.8,3489.0,0.0,0.0,61.35,758784.0,562797.0,13157.42,35499.0,33683.0,1321580.0,ei-fast
44,35512,4.0,1661.0,3135.0,0.0,0.0,13867.19,3572.0,0.0,0.0,101.31,782966.0,580803.0,13157.81,35500.0,33684.0,1363768.0,ei-fast
45,36512,4.0,2052.0,3143.0,0.0,0.0,13869.14,3672.0,0.0,0.0,9.77,803924.0,596083.0,13159.77,35505.0,33689.0,1400006.0,ei-fast
46,37512,4.0,2295.0,3152.0,0.0,0.0,13876.95,3757.0,0.0,0.0,42.76,820403.0,610025.0,13167.58,35525.0,33709.0,1430427.0,ei-fast
47,38512,4.0,2497.0,3164.0,0.0,0.0,13879.3,3806.0,0.0,0.0,16.5,835551.0,622792.0,13169.53,35531.0,33714.0,1458342.0,ei-fast
48,39512,4.0,2900.0,3175.0,0.0,0.0,13897.27,3878.0,0.0,0.0,32.26,851211.0,637072.0,13187.89,35577.0,33761.0,1488282.0,ei-fast
49,40512,4.0,3208.0,3213.0,0.0,0.0,13947.66,3964.0,0.0,0.0,16.67,868270.0,650668.0,13237.89,35706.0,33889.0,1518937.0,ei-fast
50,41512,5.0,478.0,3220.0,0.0,0.0,13957.03,4022.0,0.0,0.0,49.08,902851.0,671872.0,13242.19,35730.0,33900.0,1574722.0,ei-fast
51,42512,5.0,932.0,3224.0,0.0,0.0,13957.03,4087.0,0.0,0.0,29.41,930127.0,691667.0,13242.19,35730.0,33900.0,1621793.0,ei-fast
52,43512,5.0,1408.0,3237.0,0.0,0.0,13977.34,4160.0,0.0,0.0,59.19,955561.0,710070.0,13242.58,35782.0,33901.0,1665630.0,ei-fast
53,44512,5.0,1902.0,3245.0,0.0,0.0,13977.34,4266.0,0.0,0.0,38.46,978210.0,727207.0,13242.58,35782.0,33901.0,1705416.0,ei-fast
54,45512,5.0,2198.0,3253.0,0.0,0.0,13979.69,4337.0,0.0,0.0,35.26,996479.0,741917.0,13244.92,35788.0,33907.0,1738395.0,ei-fast
55,46512,5.0,2421.0,3260.0,0.0,0.0,13985.16,4393.0,0.0,0.0,32.93,1012374.0,755451.0,13250.39,35802.0,33921.0,1767824.0,ei-fast
56,47512,5.0,2780.0,3278.0,0.0,0.0,13998.05,4455.0,0.0,0.0,49.34,1027448.0,768884.0,13267.97,35835.0,33966.0,1796331.0,ei-fast
57,48512,5.0,3160.0,3296.0,0.0,0.0,14003.52,4534.0,0.0,0.0,25.71,1045273.0,783467.0,13271.09,35849.0,33974.0,1828739.0,ei-fast
58,49512,6.0,23.0,3333.0,0.0,0.0,14023.44,4582.0,0.0,0.0,95.08,1060624.0,795255.0,13288.67,35900.0,34019.0,1855878.0,ei-fast
59,50512,6.0,534.0,3338.0,0.0,0.0,14032.81,4622.0,0.0,0.0,18.24,1093943.0,816617.0,13289.84,35924.0,34022.0,1910559.0,ei-fast
60,51512,6.0,989.0,3343.0,0.0,0.0,14033.2,4689.0,0.0,0.0,56.6,1120689.0,835472.0,13290.23,35925.0,34023.0,1956160.0,ei-fast
61,52512,6.0,1513.0,3344.0,0.0,0.0,14033.2,4783.0,0.0,0.0,55.02,1147032.0,854110.0,13290.23,35925.0,34023.0,2001141.0,ei-fast
62,53512,6.0,1970.0,3348.0,0.0,0.0,14034.77,4880.0,0.0,0.0,80.13,1169736.0,871160.0,13291.8,35929.0,34027.0,2040895.0,ei-fast
63,54512,6.0,2235.0,3355.0,0.0,0.0,14034.77,4942.0,0.0,0.0,8.98,1185891.0,884767.0,13291.8,35929.0,34027.0,2070657.0,ei-fast
64,55512,6.0,2439.0,3359.0,0.0,0.0,14037.11,4990.0,0.0,0.0,18.72,1200932.0,897978.0,13294.14,35935.0,34033.0,2098909.0,ei-fast
65,56512,6.0,2793.0,3363.0,0.0,0.0,14037.5,5045.0,0.0,0.0,31.34,1215102.0,911213.0,13294.53,35936.0,34034.0,2126314.0,ei-fast
66,57512,6.0,3160.0,3377.0,0.0,0.0,14042.58,5119.0,0.0,0.0,25.4,1232351.0,924861.0,13299.61,35949.0,34047.0,2157211.0,ei-fast
67,58512,6.0,3364.0,3396.0,0.0,0.0,14056.64,5172.0,0.0,0.0,19.48,1245350.0,936157.0,13313.67,35985.0,34083.0,2181506.0,ei-fast
68,59512,7.0,406.0,3402.0,0.0,0.0,14057.81,5215.0,0.0,0.0,46.24,1277742.0,955528.0,13314.84,35988.0,34086.0,2233269.0,ei-fast
69,60512,7.0,862.0,3403.0,0.0,0.0,14057.81,5266.0,0.0,0.0,36.92,1305171.0,974754.0,13314.84,35988.0,34086.0,2279924.0,ei-fast
70,61512,7.0,1350.0,3407.0,0.0,0.0,14058.2,5346.0,0.0,0.0,23.1,1330724.0,993557.0,13315.23,35989.0,34087.0,2324280.0,ei-fast
71,62512,7.0,1863.0,3410.0,0.0,0.0,14058.2,5427.0,0.0,0.0,80.0,1353580.0,1011299.0,13315.23,35989.0,34087.0,2364878.0,ei-fast
72,63512,7.0,2169.0,3412.0,0.0,0.0,14058.2,5501.0,0.0,0.0,33.95,1371985.0,1025875.0,13315.23,35989.0,34087.0,2397859.0,ei-fast
73,64512,7.0,2397.0,3415.0,0.0,0.0,14058.98,5560.0,0.0,0.0,32.16,1387274.0,1039324.0,13315.23,35991.0,34087.0,2426597.0,ei-fast
74,65512,7.0,2742.0,3424.0,0.0,0.0,14067.97,5600.0,0.0,0.0,26.32,1402581.0,1052964.0,13322.27,36014.0,34105.0,2455544.0,ei-fast
75,66512,7.0,3110.0,3427.0,0.0,0.0,14067.97,5651.0,0.0,0.0,20.96,1420932.0,1067596.0,13322.27,36014.0,34105.0,2488527.0,ei-fast
76,67512,7.0,3331.0,3438.0,0.0,0.0,14071.88,5705.0,0.0,0.0,20.77,1434393.0,1079312.0,13326.17,36024.0,34115.0,2513704.0,ei-fast
77,68512,8.0,335.0,3442.0,0.0,0.0,14071.88,5748.0,0.0,0.0,114.29,1464464.0,1098192.0,13326.17,36024.0,34115.0,2562655.0,ei-fast
78,69512,8.0,802.0,3442.0,0.0,0.0,14071.88,5796.0,0.0,0.0,76.67,1494647.0,1118302.0,13326.17,36024.0,34115.0,2612948.0,ei-fast
79,70512,8.0,1295.0,3446.0,0.0,0.0,14071.88,5878.0,0.0,0.0,37.62,1520361.0,1137275.0,13326.17,36024.0,34115.0,2657635.0,ei-fast
80,71512,8.0,1809.0,3449.0,0.0,0.0,14072.66,5937.0,0.0,0.0,51.95,1543154.0,1154875.0,13326.95,36026.0,34117.0,2698028.0,ei-fast
81,72512,8.0,2141.0,3453.0,0.0,0.0,14074.22,5996.0,0.0,0.0,13.16,1562903.0,1169960.0,13328.52,36030.0,34121.0,2732862.0,ei-fast
82,73512,8.0,2387.0,3457.0,0.0,0.0,14074.22,6034.0,0.0,0.0,9.68,1578673.0,1183674.0,13328.52,36030.0,34121.0,2762346.0,ei-fast
83,74512,8.0,2724.0,3464.0,0.0,0.0,14074.22,6064.0,0.0,0.0,13.37,1593731.0,1197072.0,13328.52,36030.0,34121.0,2790802.0,ei-fast
84,75512,8.0,3081.0,3468.0,0.0,0.0,14076.95,6128.0,0.0,0.0,24.69,1611400.0,1211445.0,13331.25,36037.0,34128.0,2822844.0,ei-fast
85,76512,8.0,3319.0,3483.0,0.0,0.0,14077.73,6179.0,0.0,0.0,9.38,1625263.0,1223338.0,13332.03,36039.0,34130.0,2848600.0,ei-fast
86,77512,9.0,229.0,3490.0,0.0,0.0,14078.91,6226.0,0.0,0.0,32.54,1650452.0,1240243.0,13333.2,36042.0,34133.0,2890694.0,ei-fast
87,78512,9.0,665.0,3490.0,0.0,0.0,14078.91,6295.0,0.0,0.0,45.6,1679717.0,1259552.0,13333.2,36042.0,34133.0,2939268.0,ei-fast
88,79512,9.0,1148.0,3495.0,0.0,0.0,14078.91,6349.0,0.0,0.0,35.48,1705435.0,1278761.0,13333.2,36042.0,34133.0,2984195.0,ei-fast
89,80512,9.0,1670.0,3496.0,0.0,0.0,14078.91,6413.0,0.0,0.0,6.88,1729428.0,1296444.0,13333.2,36042.0,34133.0,3025871.0,ei-fast
90,81512,9.0,2052.0,3499.0,0.0,0.0,14079.69,6494.0,0.0,0.0,8.67,1749318.0,1311225.0,13333.98,36044.0,34135.0,3060542.0,ei-fast
91,82512,9.0,2294.0,3503.0,0.0,0.0,14094.92,6556.0,0.0,0.0,79.62,1765425.0,1324563.0,13349.22,36083.0,34174.0,3089987.0,ei-fast
92,83512,9.0,2497.0,3510.0,0.0,0.0,14098.05,6594.0,0.0,0.0,19.13,1780264.0,1337443.0,13349.61,36091.0,34175.0,3117706.0,ei-fast
93,84512,9.0,2877.0,3513.0,0.0,0.0,14098.05,6637.0,0.0,0.0,37.85,1795135.0,1351059.0,13349.61,36091.0,34175.0,3146193.0,ei-fast
94,85512,9.0,3203.0,3525.0,0.0,0.0,14103.13,6697.0,0.0,0.0,31.45,1811955.0,1364280.0,13354.69,36104.0,34188.0,3176234.0,ei-fast
95,86512,9.0,3423.0,3532.0,0.0,0.0,14103.13,6737.0,0.0,0.0,11.05,1824737.0,1375133.0,13354.69,36104.0,34188.0,3199869.0,ei-fast
96,87512,10.0,330.0,3541.0,0.0,0.0,14107.42,6788.0,0.0,0.0,18.58,1853027.0,1392878.0,13358.98,36115.0,34199.0,3245904.0,ei-fast
97,88512,10.0,771.0,3542.0,0.0,0.0,14107.42,6837.0,0.0,0.0,27.32,1881586.0,1412005.0,13358.98,36115.0,34199.0,3293590.0,ei-fast
98,89512,10.0,1256.0,3545.0,0.0,0.0,14107.42,6901.0,0.0,0.0,37.74,1907270.0,1430567.0,13358.98,36115.0,34199.0,3337836.0,ei-fast
99,90512,10.0,1762.0,3547.0,0.0,0.0,14107.42,6978.0,0.0,0.0,37.5,1929494.0,1448130.0,13361.72,36115.0,34206.0,3377623.0,ei-fast
100,91512,10.0,2102.0,3549.0,0.0,0.0,14107.42,7049.0,0.0,0.0,29.9,1949208.0,1463038.0,13361.72,36115.0,34206.0,3412245.0,ei-fast
101,92512,10.0,2348.0,3553.0,0.0,0.0,14107.81,7089.0,0.0,0.0,28.57,1965507.0,1477138.0,13362.11,36116.0,34207.0,3442644.0,ei-fast
102,93512,10.0,2682.0,3558.0,0.0,0.0,14107.81,7141.0,0.0,0.0,18.87,1980835.0,1490513.0,13362.11,36116.0,34207.0,3471347.0,ei-fast
103,94512,10.0,3032.0,3560.0,0.0,0.0,14107.81,7202.0,0.0,0.0,8.9,1997871.0,1504663.0,13362.11,36116.0,34207.0,3502533.0,ei-fast
104,95512,10.0,3287.0,3565.0,0.0,0.0,14107.81,7242.0,0.0,0.0,35.83,2011533.0,1516377.0,13362.11,36116.0,34207.0,3527909.0,ei-fast
105,96512,11.0,0.0,3579.0,0.0,0.0,14108.59,7292.0,0.0,0.0,54.64,2025680.0,1528030.0,13362.89,36118.0,34209.0,3553709.0,ei-fast
106,97512,11.0,518.0,3579.0,0.0,0.0,14108.59,7327.0,0.0,0.0,68.63,2060191.0,1550026.0,13362.89,36118.0,34209.0,3610216.0,ei-fast
107,98512,11.0,976.0,3580.0,0.0,0.0,14108.59,7386.0,0.0,0.0,40.0,2087185.0,1568998.0,13362.89,36118.0,34209.0,3656182.0,ei-fast
108,99512,11.0,1504.0,3583.0,0.0,0.0,14108.59,7450.0,0.0,0.0,34.92,2113933.0,1587964.0,13362.89,36118.0,34209.0,3701896.0,ei-fast
109,100512,11.0,1981.0,3584.0,0.0,0.0,14108.59,7521.0,0.0,0.0,34.88,2136827.0,1605031.0,13362.89,36118.0,34209.0,3741857.0,ei-fast
110,101512,11.0,2239.0,3584.0,0.0,0.0,14108.59,7565.0,0.0,0.0,21.6,2152798.0,1618673.0,13362.89,36118.0,34209.0,3771470.0,ei-fast
111,102512,11.0,2449.0,3587.0,0.0,0.0,14116.02,7610.0,0.0,0.0,22.28,2167911.0,1632025.0,13363.67,36137.0,34211.0,3799935.0,ei-fast
112,103512,11.0,2811.0,3590.0,0.0,0.0,14119.14,7647.0,0.0,0.0,32.15,2183101.0,1645547.0,13366.8,36145.0,34219.0,3828647.0,ei-fast
113,104512,11.0,3184.0,3594.0,0.0,0.0,14119.14,7711.0,0.0,0.0,23.32,2200908.0,1660141.0,13366.8,36145.0,34219.0,3861048.0,ei-fast
114,105512,11.0,3395.0,3601.0,0.0,0.0,14123.05,7741.0,0.0,0.0,14.88,2214330.0,1671658.0,13370.7,36155.0,34229.0,3885987.0,ei-fast
115,106512,12.0,223.0,3615.0,0.0,0.0,14124.22,7776.0,0.0,0.0,35.26,2239102.0,1688590.0,13371.88,36158.0,34232.0,3927691.0,ei-fast
116,107512,12.0,664.0,3616.0,0.0,0.0,14124.22,7828.0,0.0,0.0,26.14,2268775.0,1707987.0,13371.88,36158.0,34232.0,3976761.0,ei-fast
117,108512,12.0,1154.0,3617.0,0.0,0.0,14124.22,7880.0,0.0,0.0,43.35,2294718.0,1727112.0,13371.88,36158.0,34232.0,4021829.0,ei-fast
118,109512,12.0,1680.0,3618.0,0.0,0.0,14124.22,7937.0,0.0,0.0,48.48,2318819.0,1744774.0,13371.88,36158.0,34232.0,4063592.0,ei-fast
119,110512,12.0,2064.0,3618.0,0.0,0.0,14124.22,8006.0,0.0,0.0,46.73,2339296.0,1759851.0,13371.88,36158.0,34232.0,4099146.0,ei-fast
120,111512,12.0,2308.0,3619.0,0.0,0.0,14124.22,8053.0,0.0,0.0,30.3,2356002.0,1774079.0,13371.88,36158.0,34232.0,4130080.0,ei-fast
121,112512,12.0,2517.0,3625.0,0.0,0.0,14125.0,8084.0,0.0,0.0,23.74,2370238.0,1786359.0,13372.66,36160.0,34234.0,4156596.0,ei-fast
122,113512,12.0,2941.0,3628.0,0.0,0.0,14125.0,8135.0,0.0,0.0,34.38,2386011.0,1800320.0,13372.66,36160.0,34234.0,4186330.0,ei-fast
123,114512,12.0,3215.0,3635.0,0.0,0.0,14130.86,8184.0,0.0,0.0,29.51,2402511.0,1813545.0,13378.52,36175.0,34249.0,4216055.0,ei-fast
124,115512,12.0,3466.0,3639.0,0.0,0.0,14130.86,8219.0,0.0,0.0,26.32,2415281.0,1824430.0,13378.52,36175.0,34249.0,4239710.0,ei-fast
125,116512,13.0,249.0,3647.0,0.0,0.0,14131.64,8251.0,0.0,0.0,82.51,2439967.0,1840902.0,13379.3,36177.0,34251.0,4280868.0,ei-fast
126,117512,13.0,664.0,3648.0,0.0,0.0,14131.64,8303.0,0.0,0.0,28.85,2467906.0,1859344.0,13379.3,36177.0,34251.0,4327249.0,ei-fast
127,118512,13.0,1118.0,3650.0,0.0,0.0,14131.64,8350.0,0.0,0.0,60.0,2492183.0,1877230.0,13379.3,36177.0,34251.0,4369412.0,ei-fast
128,119512,13.0,1637.0,3651.0,0.0,0.0,14131.64,8411.0,0.0,0.0,29.13,2515985.0,1895305.0,13379.3,36177.0,34251.0,4411289.0,ei-fast
129,120512,13.0,2050.0,3654.0,0.0,0.0,14132.42,8473.0,0.0,0.0,12.66,2537338.0,1910755.0,13380.08,36179.0,34253.0,4448092.0,ei-fast
130,121512,13.0,2295.0,3656.0,0.0,0.0,14132.81,8527.0,0.0,0.0,30.86,2553500.0,1924486.0,13380.47,36180.0,34254.0,4477985.0,ei-fast
131,122512,13.0,2517.0,3657.0,0.0,0.0,14133.98,8562.0,0.0,0.0,27.95,2569302.0,1938104.0,13380.47,36183.0,34254.0,4507405.0,ei-fast
132,123512,13.0,2941.0,3658.0,0.0,0.0,14133.98,8609.0,0.0,0.0,35.83,2585162.0,1952092.0,13380.47,36183.0,34254.0,4537253.0,ei-fast
133,124512,13.0,3224.0,3659.0,0.0,0.0,14133.98,8658.0,0.0,0.0,105.43,2601659.0,1965605.0,13380.47,36183.0,34254.0,4567263.0,ei-fast
134,125512,13.0,3486.0,3663.0,0.0,0.0,14134.38,8685.0,0.0,0.0,32.26,2615079.0,1976932.0,13380.86,36184.0,34255.0,4592010.0,ei-fast
135,126512,14.0,253.0,3672.0,0.0,0.0,14134.77,8722.0,0.0,0.0,93.33,2640098.0,1993630.0,13381.25,36185.0,34256.0,4633727.0,ei-fast
136,127512,14.0,712.0,3674.0,0.0,0.0,14134.77,8770.0,0.0,0.0,36.36,2670918.0,2013498.0,13381.25,36185.0,34256.0,4684415.0,ei-fast
137,128512,14.0,1201.0,3674.0,0.0,0.0,14134.77,8825.0,0.0,0.0,61.49,2696429.0,2032478.0,13381.25,36185.0,34256.0,4728906.0,ei-fast
138,129512,14.0,1735.0,3674.0,0.0,0.0,14134.77,8888.0,0.0,0.0,21.28,2720412.0,2050739.0,13381.25,36185.0,34256.0,4771150.0,ei-fast
139,130512,14.0,2089.0,3674.0,0.0,0.0,14134.77,8942.0,0.0,0.0,44.59,2740255.0,2065663.0,13381.25,36185.0,34256.0,4805917.0,ei-fast
140,131512,14.0,2338.0,3676.0,0.0,0.0,14134.77,8978.0,0.0,0.0,29.85,2756769.0,2080074.0,13381.25,36185.0,34256.0,4836842.0,ei-fast
141,132512,14.0,2674.0,3680.0,0.0,0.0,14136.72,9021.0,0.0,0.0,8.38,2772179.0,2093516.0,13383.2,36190.0,34261.0,4865694.0,ei-fast
142,133512,14.0,3006.0,3682.0,0.0,0.0,14136.72,9063.0,0.0,0.0,89.7,2788864.0,2107306.0,13383.2,36190.0,34261.0,4896169.0,ei-fast
143,134512,14.0,3271.0,3686.0,0.0,0.0,14138.28,9100.0,0.0,0.0,3.8,2802817.0,2119276.0,13384.77,36194.0,34265.0,4922092.0,ei-fast
144,135512,14.0,3551.0,3691.0,0.0,0.0,14138.28,9139.0,0.0,0.0,25.4,2816671.0,2130959.0,13384.77,36194.0,34265.0,4947629.0,ei-fast
145,136512,15.0,319.0,3696.0,0.0,0.0,14138.28,9164.0,0.0,0.0,71.43,2844689.0,2148661.0,13384.77,36194.0,34265.0,4993349.0,ei-fast
146,137512,15.0,772.0,3697.0,0.0,0.0,14140.23,9218.0,0.0,0.0,21.6,2874244.0,2168131.0,13386.72,36199.0,34270.0,5042374.0,ei-fast
147,138512,15.0,1259.0,3697.0,0.0,0.0,14140.23,9280.0,0.0,0.0,18.63,2899716.0,2186697.0,13386.72,36199.0,34270.0,5086412.0,ei-fast
148,139512,15.0,1768.0,3698.0,0.0,0.0,14140.23,9341.0,0.0,0.0,90.0,2922269.0,2204166.0,13386.72,36199.0,34270.0,5126434.0,ei-fast
149,140512,15.0,2103.0,3700.0,0.0,0.0,14140.23,9399.0,0.0,0.0,28.66,2941763.0,2218833.0,13386.72,36199.0,34270.0,5160595.0,ei-fast
150,141512,15.0,2341.0,3701.0,0.0,0.0,14140.23,9425.0,0.0,0.0,31.85,2957646.0,2232266.0,13386.72,36199.0,34270.0,5189911.0,ei-fast
151,142512,15.0,2674.0,3702.0,0.0,0.0,14140.23,9452.0,0.0,0.0,13.4,2972851.0,2245586.0,13386.72,36199.0,34270.0,5218436.0,ei-fast
152,143512,15.0,3019.0,3709.0,0.0,0.0,14140.23,9494.0,0.0,0.0,36.47,2989974.0,2259738.0,13387.11,36199.0,34271.0,5249711.0,ei-fast
153,144512,15.0,3271.0,3711.0,0.0,0.0,14140.63,9526.0,0.0,0.0,6.51,3003314.0,2271133.0,13387.11,36200.0,34271.0,5274446.0,ei-fast
154,145512,15.0,3537.0,3714.0,0.0,0.0,14146.48,9558.0,0.0,0.0,28.13,3016468.0,2282579.0,13392.97,36215.0,34286.0,5299046.0,ei-fast
155,146512,16.0,251.0,3719.0,0.0,0.0,14146.88,9585.0,0.0,0.0,39.58,3040849.0,2298510.0,13393.36,36216.0,34287.0,5339358.0,ei-fast
156,147512,16.0,663.0,3719.0,0.0,0.0,14146.88,9631.0,0.0,0.0,57.88,3068452.0,2316608.0,13393.36,36216.0,34287.0,5385059.0,ei-fast
157,148512,16.0,1119.0,3719.0,0.0,0.0,14146.88,9687.0,0.0,0.0,33.22,3092927.0,2334732.0,13393.36,36216.0,34287.0,5427658.0,ei-fast
158,149512,16.0,1629.0,3721.0,0.0,0.0,14146.88,9747.0,0.0,0.0,53.89,3116437.0,2352130.0,13393.36,36216.0,34287.0,5468566.0,ei-fast
159,150512,16.0,2033.0,3723.0,0.0,0.0,14146.88,9815.0,0.0,0.0,65.36,3137441.0,2367216.0,13393.36,36216.0,34287.0,5504656.0,ei-fast
