,# unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes,total_inputs,algorithm
4233,38512,1.0,3105.0,7858.0,0.0,0.0,13774.61,1882.0,0.0,0.0,7.79,442783.0,300479.0,13141.8,35263.0,33643.0,743261.0,ei-no-havoc
4234,39512,1.0,3603.0,7880.0,0.0,0.0,13777.73,1960.0,0.0,0.0,28.13,461686.0,311745.0,13144.92,35271.0,33651.0,773430.0,ei-no-havoc
4235,40512,1.0,3959.0,7899.0,0.0,0.0,13778.13,1998.0,0.0,0.0,31.45,476962.0,320659.0,13145.31,35272.0,33652.0,797620.0,ei-no-havoc
4236,41512,1.0,4464.0,7917.0,0.0,0.0,13778.13,2050.0,0.0,0.0,4.21,492225.0,330630.0,13145.31,35272.0,33652.0,822854.0,ei-no-havoc
4237,42512,1.0,4818.0,7942.0,0.0,0.0,13780.47,2096.0,0.0,0.0,4.82,503219.0,337637.0,13147.66,35278.0,33658.0,840855.0,ei-no-havoc
4238,43512,1.0,5167.0,7960.0,0.0,0.0,13783.59,2126.0,0.0,0.0,23.88,511435.0,342633.0,13149.61,35286.0,33663.0,854067.0,ei-no-havoc
4239,44512,1.0,5416.0,7972.0,0.0,0.0,13783.59,2133.0,0.0,0.0,1.51,516942.0,345310.0,13149.61,35286.0,33663.0,862251.0,ei-no-havoc
4240,45512,1.0,5624.0,7977.0,0.0,0.0,13783.98,2136.0,0.0,0.0,2.48,521818.0,347764.0,13150.0,35287.0,33664.0,869581.0,ei-no-havoc
4241,46512,1.0,5787.0,7985.0,0.0,0.0,13785.16,2151.0,0.0,0.0,15.31,527073.0,350171.0,13151.17,35290.0,33667.0,877243.0,ei-no-havoc
4242,47512,1.0,5910.0,8001.0,0.0,0.0,13785.55,2165.0,0.0,0.0,13.16,532926.0,352877.0,13151.56,35291.0,33668.0,885802.0,ei-no-havoc
4243,48512,1.0,6028.0,8017.0,0.0,0.0,13787.5,2189.0,0.0,0.0,2.72,539867.0,356209.0,13153.52,35296.0,33673.0,896075.0,ei-no-havoc
4244,49512,1.0,6177.0,8029.0,0.0,0.0,13789.45,2214.0,0.0,0.0,7.52,545901.0,359114.0,13154.3,35301.0,33675.0,905014.0,ei-no-havoc
4245,50512,1.0,6316.0,8041.0,0.0,0.0,13789.45,2230.0,0.0,0.0,3.36,551349.0,362223.0,13154.3,35301.0,33675.0,913571.0,ei-no-havoc
4246,51512,1.0,6458.0,8052.0,0.0,0.0,13789.45,2239.0,0.0,0.0,1.81,555944.0,364435.0,13154.3,35301.0,33675.0,920378.0,ei-no-havoc
4247,52512,1.0,6574.0,8059.0,0.0,0.0,13789.84,2243.0,0.0,0.0,2.59,560665.0,366637.0,13154.3,35302.0,33675.0,927301.0,ei-no-havoc
4248,53512,1.0,6698.0,8068.0,0.0,0.0,13789.84,2249.0,0.0,0.0,1.85,565873.0,368870.0,13154.3,35302.0,33675.0,934742.0,ei-no-havoc
4249,54512,1.0,6817.0,8075.0,0.0,0.0,13790.23,2258.0,0.0,0.0,1.22,570376.0,371193.0,13154.69,35303.0,33676.0,941568.0,ei-no-havoc
4250,55512,1.0,6953.0,8083.0,0.0,0.0,13790.23,2261.0,0.0,0.0,3.34,573941.0,372893.0,13154.69,35303.0,33676.0,946833.0,ei-no-havoc
4251,56512,1.0,7090.0,8092.0,0.0,0.0,13790.23,2262.0,0.0,0.0,7.63,576172.0,373963.0,13154.69,35303.0,33676.0,950134.0,ei-no-havoc
4252,57512,1.0,7209.0,8103.0,0.0,0.0,13790.23,2264.0,0.0,0.0,2.06,578347.0,374863.0,13154.69,35303.0,33676.0,953209.0,ei-no-havoc
4253,58512,1.0,7317.0,8110.0,0.0,0.0,13791.41,2265.0,0.0,0.0,1.48,580316.0,375719.0,13155.86,35306.0,33679.0,956034.0,ei-no-havoc
4254,59512,1.0,7420.0,8121.0,0.0,0.0,13791.41,2266.5,0.0,0.0,1.3900000000000001,582098.5,376626.0,13155.86,35306.0,33679.0,958723.5,ei-no-havoc
4255,60512,1.0,7523.0,8132.0,0.0,0.0,13791.41,2268.0,0.0,0.0,1.3,583881.0,377533.0,13155.86,35306.0,33679.0,961413.0,ei-no-havoc
4256,61512,1.0,7616.0,8143.0,0.0,0.0,13794.92,2270.0,0.0,0.0,2.09,585491.0,378362.0,13158.2,35315.0,33685.0,963852.0,ei-no-havoc
4257,62512,1.0,7693.0,8168.0,0.0,0.0,13794.92,2270.0,0.0,0.0,4.68,586889.0,379010.0,13158.2,35315.0,33685.0,965898.0,ei-no-havoc
4258,63512,1.0,8028.0,8238.0,0.0,0.0,13850.78,2305.0,0.0,0.0,15.34,596002.0,386062.0,13199.22,35458.0,33790.0,982063.0,ei-no-havoc
4259,64512,1.0,8148.0,8267.0,0.0,0.0,13854.69,2311.0,0.0,0.0,0.8,598889.0,387803.0,13200.39,35468.0,33793.0,986691.0,ei-no-havoc
4260,65512,1.0,8310.0,8328.0,0.0,0.0,13859.38,2326.0,0.0,0.0,2.55,603211.0,391031.0,13200.78,35480.0,33794.0,994241.0,ei-no-havoc
4261,66512,2.0,382.0,8345.0,0.0,0.0,13860.94,2350.0,0.0,0.0,56.29,625180.0,408497.0,13201.95,35484.0,33797.0,1033676.0,ei-no-havoc
4262,67512,2.0,887.0,8348.0,0.0,0.0,13860.94,2400.0,0.0,0.0,48.7,648056.0,426973.0,13201.95,35484.0,33797.0,1075028.0,ei-no-havoc
4263,68512,2.0,1378.0,8357.0,0.0,0.0,13862.89,2445.0,0.0,0.0,84.42,670369.0,446312.0,13201.95,35489.0,33797.0,1116680.0,ei-no-havoc
4264,69512,2.0,1963.0,8369.0,0.0,0.0,13868.36,2496.0,0.0,0.0,53.16,696460.0,464011.0,13202.34,35503.0,33798.0,1160470.0,ei-no-havoc
4265,70512,2.0,2558.0,8385.0,0.0,0.0,13869.14,2567.0,0.0,0.0,46.36,721887.0,479495.0,13202.73,35505.0,33799.0,1201381.0,ei-no-havoc
4266,71512,2.0,3128.0,8398.0,0.0,0.0,13871.48,2614.0,0.0,0.0,10.1,741684.0,491756.0,13204.69,35511.0,33804.0,1233439.0,ei-no-havoc
4267,72512,2.0,3647.0,8413.0,0.0,0.0,13876.56,2671.0,0.0,0.0,40.0,761565.0,503983.0,13209.77,35524.0,33817.0,1265547.0,ei-no-havoc
4268,73512,2.0,4030.0,8421.0,0.0,0.0,13876.56,2708.0,0.0,0.0,35.4,776773.0,512862.0,13209.77,35524.0,33817.0,1289634.0,ei-no-havoc
4269,74512,2.0,4464.0,8433.0,0.0,0.0,13880.08,2742.0,0.0,0.0,8.0,789990.0,521337.0,13209.77,35533.0,33817.0,1311326.0,ei-no-havoc
4270,75512,2.0,4826.0,8441.0,0.0,0.0,13880.47,2783.0,0.0,0.0,4.56,800790.0,528262.0,13209.77,35534.0,33817.0,1329051.0,ei-no-havoc
4271,76512,2.0,5196.0,8452.0,0.0,0.0,13880.86,2806.0,0.0,0.0,6.41,809256.0,533313.0,13210.16,35535.0,33818.0,1342568.0,ei-no-havoc
4272,77512,2.0,5429.0,8455.0,0.0,0.0,13880.86,2810.0,0.0,0.0,3.81,814568.0,535882.0,13210.16,35535.0,33818.0,1350449.0,ei-no-havoc
4273,78512,2.0,5635.0,8459.0,0.0,0.0,13880.86,2819.0,0.0,0.0,3.68,819378.0,538254.0,13210.16,35535.0,33818.0,1357631.0,ei-no-havoc
4274,79512,2.0,5790.0,8459.0,0.0,0.0,13880.86,2835.0,0.0,0.0,9.09,824937.0,540974.0,13210.16,35535.0,33818.0,1365910.0,ei-no-havoc
4275,80512,2.0,5914.0,8460.0,0.0,0.0,13880.86,2848.0,0.0,0.0,9.8,830603.0,543500.0,13210.16,35535.0,33818.0,1374102.0,ei-no-havoc
4276,81512,2.0,6036.0,8462.0,0.0,0.0,13880.86,2859.0,0.0,0.0,2.38,837154.0,546630.0,13210.16,35535.0,33818.0,1383783.0,ei-no-havoc
4277,82512,2.0,6186.0,8472.0,0.0,0.0,13880.86,2872.0,0.0,0.0,2.01,843285.0,549681.0,13212.89,35535.0,33825.0,1392965.0,ei-no-havoc
4278,83512,2.0,6318.0,8480.0,0.0,0.0,13880.86,2883.0,0.0,0.0,2.28,848675.0,552734.0,13212.89,35535.0,33825.0,1401408.0,ei-no-havoc
4279,84512,2.0,6467.0,8489.0,0.0,0.0,13881.25,2889.0,0.0,0.0,4.94,853222.0,554812.0,13213.28,35536.0,33826.0,1408033.0,ei-no-havoc
4280,85512,2.0,6579.0,8494.0,0.0,0.0,13883.98,2894.0,0.0,0.0,1.8,857975.0,556830.0,13214.06,35543.0,33828.0,1414804.0,ei-no-havoc
4281,86512,2.0,6703.0,8498.0,0.0,0.0,13884.38,2903.0,0.0,0.0,1.72,863186.0,559028.0,13214.45,35544.0,33829.0,1422213.0,ei-no-havoc
4282,87512,2.0,6820.0,8501.0,0.0,0.0,13884.38,2907.0,0.0,0.0,1.69,867745.0,561200.0,13214.45,35544.0,33829.0,1428944.0,ei-no-havoc
4283,88512,2.0,6961.0,8508.0,0.0,0.0,13884.38,2910.0,0.0,0.0,3.3,871404.0,562884.0,13214.45,35544.0,33829.0,1434287.0,ei-no-havoc
4284,89512,2.0,7099.0,8515.0,0.0,0.0,13884.38,2911.0,0.0,0.0,1.61,873664.0,563954.0,13214.84,35544.0,33830.0,1437617.0,ei-no-havoc
4285,90512,2.0,7218.0,8517.0,0.0,0.0,13884.38,2913.0,0.0,0.0,5.19,875823.0,564848.0,13214.84,35544.0,33830.0,1440670.0,ei-no-havoc
4286,91512,2.0,7327.0,8520.0,0.0,0.0,13884.38,2914.0,0.0,0.0,3.58,877741.0,565740.0,13214.84,35544.0,33830.0,1443480.0,ei-no-havoc
4287,92512,2.0,7429.0,8524.0,0.0,0.0,13884.38,2917.0,0.0,0.0,2.3,879516.0,566660.0,13214.84,35544.0,33830.0,1446175.0,ei-no-havoc
4288,93512,2.0,7537.0,8531.0,0.0,0.0,13884.38,2917.0,0.0,0.0,1.19,881275.0,567643.0,13214.84,35544.0,33830.0,1448917.0,ei-no-havoc
4289,94512,2.0,7626.0,8534.0,0.0,0.0,13884.38,2920.0,0.0,0.0,2.74,882811.0,568416.0,13214.84,35544.0,33830.0,1451226.0,ei-no-havoc
4290,95512,2.0,7713.0,8543.0,0.0,0.0,13884.38,2921.0,0.0,0.0,1.92,884275.0,569231.0,13214.84,35544.0,33830.0,1453505.0,ei-no-havoc
4291,96512,2.0,8074.0,8579.0,0.0,0.0,13888.67,2949.0,0.0,0.0,8.7,893999.0,576723.0,13217.97,35555.0,33838.0,1470721.0,ei-no-havoc
4292,97512,2.0,8163.0,8596.0,0.0,0.0,13888.67,2951.0,0.0,0.0,1.6,896181.0,577888.0,13217.97,35555.0,33838.0,1474068.0,ei-no-havoc
4293,98512,2.0,8334.0,8620.0,0.0,0.0,13889.06,2961.0,0.0,0.0,0.8,900606.0,581192.0,13218.36,35556.0,33839.0,1481797.0,ei-no-havoc
4294,99512,2.0,8529.0,8654.0,0.0,0.0,13890.63,2975.0,0.0,0.0,1.75,906464.0,585334.0,13228.52,35560.0,33865.0,1491797.0,ei-no-havoc
4295,100512,2.0,8689.0,8700.0,0.0,0.0,13894.53,2981.0,0.0,0.0,3.13,910996.0,587843.0,13232.42,35570.0,33875.0,1498838.0,ei-no-havoc
4296,101512,3.0,347.0,8723.0,0.0,0.0,13894.92,3002.0,0.0,0.0,102.65,932110.0,604232.0,13232.81,35571.0,33876.0,1536341.0,ei-no-havoc
4297,102512,3.0,855.0,8724.0,0.0,0.0,13894.92,3046.0,0.0,0.0,24.32,954752.0,622211.0,13232.81,35571.0,33876.0,1576962.0,ei-no-havoc
4298,103512,3.0,1331.0,8731.0,0.0,0.0,13894.92,3101.0,0.0,0.0,54.05,976782.0,641224.0,13232.81,35571.0,33876.0,1618005.0,ei-no-havoc
4299,104512,3.0,1885.0,8739.0,0.0,0.0,13894.92,3164.0,0.0,0.0,30.49,1001480.0,658703.0,13232.81,35571.0,33876.0,1660182.0,ei-no-havoc
4300,105512,3.0,2504.0,8743.0,0.0,0.0,13895.31,3234.0,0.0,0.0,18.24,1027838.0,674532.0,13233.2,35572.0,33877.0,1702369.0,ei-no-havoc
4301,106512,3.0,3114.0,8752.0,0.0,0.0,13901.56,3301.0,0.0,0.0,6.82,1049210.0,687715.0,13239.45,35588.0,33893.0,1736924.0,ei-no-havoc
4302,107512,3.0,3617.0,8754.0,0.0,0.0,13901.56,3342.0,0.0,0.0,27.11,1068356.0,699119.0,13239.45,35588.0,33893.0,1767474.0,ei-no-havoc
4303,108512,3.0,3992.0,8764.0,0.0,0.0,13901.56,3368.0,0.0,0.0,6.27,1083488.0,707963.0,13239.45,35588.0,33893.0,1791450.0,ei-no-havoc
4304,109512,3.0,4464.0,8772.0,0.0,0.0,13901.95,3400.0,0.0,0.0,4.42,1097808.0,717250.0,13239.45,35589.0,33893.0,1815057.0,ei-no-havoc
4305,110512,3.0,4825.0,8781.0,0.0,0.0,13901.95,3430.0,0.0,0.0,3.95,1108769.0,724214.0,13239.45,35589.0,33893.0,1832982.0,ei-no-havoc
4306,111512,3.0,5197.0,8787.0,0.0,0.0,13901.95,3452.0,0.0,0.0,6.62,1117258.0,729344.0,13239.45,35589.0,33893.0,1846601.0,ei-no-havoc
4307,112512,3.0,5431.0,8789.0,0.0,0.0,13901.95,3458.0,0.0,0.0,3.12,1122579.0,731888.0,13239.45,35589.0,33893.0,1854466.0,ei-no-havoc
4308,113512,3.0,5635.0,8793.0,0.0,0.0,13901.95,3462.0,0.0,0.0,3.63,1127390.0,734285.0,13239.45,35589.0,33893.0,1861674.0,ei-no-havoc
4309,114512,3.0,5789.0,8794.0,0.0,0.0,13901.95,3474.0,0.0,0.0,8.22,1132901.0,736936.0,13239.45,35589.0,33893.0,1869836.0,ei-no-havoc
4310,115512,3.0,5912.0,8799.0,0.0,0.0,13901.95,3489.0,0.0,0.0,9.93,1138530.0,739523.0,13239.45,35589.0,33893.0,1878052.0,ei-no-havoc
4311,116512,3.0,6034.0,8803.0,0.0,0.0,13915.63,3495.0,0.0,0.0,2.36,1145153.0,742678.0,13253.13,35624.0,33928.0,1887830.0,ei-no-havoc
4312,117512,3.0,6184.0,8814.0,0.0,0.0,13916.41,3503.0,0.0,0.0,1.47,1151211.0,745715.0,13253.13,35626.0,33928.0,1896925.0,ei-no-havoc
4313,118512,3.0,6316.0,8816.0,0.0,0.0,13918.36,3512.0,0.0,0.0,1.76,1156539.0,748761.0,13253.13,35631.0,33928.0,1905299.0,ei-no-havoc
4314,119512,3.0,6467.0,8819.0,0.0,0.0,13918.36,3515.0,0.0,0.0,2.84,1161029.0,750974.0,13253.13,35631.0,33928.0,1912002.0,ei-no-havoc
4315,120512,3.0,6582.0,8822.0,0.0,0.0,13918.36,3519.0,0.0,0.0,2.0,1165728.0,753151.0,13253.13,35631.0,33928.0,1918878.0,ei-no-havoc
4316,121512,3.0,6707.0,8825.0,0.0,0.0,13918.36,3523.0,0.0,0.0,1.77,1170832.0,755458.0,13253.13,35631.0,33928.0,1926289.0,ei-no-havoc
4317,122512,3.0,6825.0,8830.0,0.0,0.0,13919.92,3527.0,0.0,0.0,1.83,1175339.0,757695.0,13254.69,35635.0,33932.0,1933033.0,ei-no-havoc
4318,123512,3.0,6968.0,8836.0,0.0,0.0,13919.92,3530.0,0.0,0.0,1.71,1178988.0,759430.0,13254.69,35635.0,33932.0,1938417.0,ei-no-havoc
4319,124512,3.0,7101.0,8839.0,0.0,0.0,13919.92,3530.0,0.0,0.0,1.17,1181193.0,760401.0,13254.69,35635.0,33932.0,1941593.0,ei-no-havoc
4320,125512,3.0,7219.0,8843.0,0.0,0.0,13919.92,3530.0,0.0,0.0,6.09,1183306.0,761298.0,13254.69,35635.0,33932.0,1944603.0,ei-no-havoc
4321,126512,3.0,7324.0,8845.0,0.0,0.0,13919.92,3532.0,0.0,0.0,2.33,1185217.0,762116.0,13254.69,35635.0,33932.0,1947332.0,ei-no-havoc
4322,127512,3.0,7431.0,8848.0,0.0,0.0,13919.92,3532.0,0.0,0.0,2.61,1187037.0,763078.0,13254.69,35635.0,33932.0,1950114.0,ei-no-havoc
4323,128512,3.0,7537.0,8853.0,0.0,0.0,13919.92,3533.0,0.0,0.0,0.95,1188811.0,763970.0,13254.69,35635.0,33932.0,1952780.0,ei-no-havoc
4324,129512,3.0,7628.0,8858.0,0.0,0.0,13919.92,3536.0,0.0,0.0,1.03,1190345.0,764775.0,13254.69,35635.0,33932.0,1955119.0,ei-no-havoc
4325,130512,3.0,7717.0,8863.0,0.0,0.0,13919.92,3536.0,0.0,0.0,3.63,1191785.0,765652.0,13254.69,35635.0,33932.0,1957436.0,ei-no-havoc
4326,131512,3.0,8082.0,8884.0,0.0,0.0,13923.05,3571.0,0.0,0.0,6.54,1201700.0,773097.0,13257.81,35643.0,33940.0,1974796.0,ei-no-havoc
4327,132512,3.0,8166.0,8889.0,0.0,0.0,13923.05,3571.0,0.0,0.0,1.74,1203736.0,774210.0,13257.81,35643.0,33940.0,1977945.0,ei-no-havoc
4328,133512,3.0,8349.0,8907.0,0.0,0.0,13923.05,3582.0,0.0,0.0,12.2,1208413.0,777758.0,13257.81,35643.0,33940.0,1986170.0,ei-no-havoc
4329,134512,3.0,8536.0,8923.0,0.0,0.0,13924.22,3588.0,0.0,0.0,0.96,1214131.0,781544.0,13258.98,35646.0,33943.0,1995674.0,ei-no-havoc
4330,135512,3.0,8696.0,8943.0,0.0,0.0,13924.61,3591.0,0.0,0.0,4.77,1219180.0,784098.0,13259.38,35647.0,33944.0,2003277.0,ei-no-havoc
4331,136512,3.0,8933.0,8971.0,0.0,0.0,13926.56,3604.0,0.0,0.0,2.32,1224435.0,787369.0,13261.33,35652.0,33949.0,2011803.0,ei-no-havoc
4332,137512,4.0,364.0,8984.0,0.0,0.0,13928.91,3622.0,0.0,0.0,13.77,1246248.0,804651.0,13262.89,35658.0,33953.0,2050898.0,ei-no-havoc
4333,138512,4.0,865.0,8985.0,0.0,0.0,13928.91,3647.0,0.0,0.0,25.24,1268065.0,822280.0,13262.89,35658.0,33953.0,2090344.0,ei-no-havoc
4334,139512,4.0,1332.0,8992.0,0.0,0.0,13928.91,3691.0,0.0,0.0,35.71,1289761.0,840802.0,13262.89,35658.0,33953.0,2130562.0,ei-no-havoc
4335,140512,4.0,1886.0,8994.0,0.0,0.0,13928.91,3739.0,0.0,0.0,88.52,1314688.0,858118.0,13262.89,35658.0,33953.0,2172805.0,ei-no-havoc
4336,141512,4.0,2510.0,9001.0,0.0,0.0,13928.91,3800.0,0.0,0.0,46.05,1340842.0,874038.0,13262.89,35658.0,33953.0,2214879.0,ei-no-havoc
4337,142512,4.0,3114.0,9002.0,0.0,0.0,13930.47,3856.0,0.0,0.0,12.35,1361634.0,887478.0,13264.45,35662.0,33957.0,2249111.0,ei-no-havoc
4338,143512,4.0,3621.0,9009.0,0.0,0.0,13930.47,3898.0,0.0,0.0,38.34,1381153.0,898835.0,13264.45,35662.0,33957.0,2279987.0,ei-no-havoc
4339,144512,4.0,3996.0,9012.0,0.0,0.0,13930.47,3935.0,0.0,0.0,28.99,1396234.0,907732.0,13264.45,35662.0,33957.0,2303965.0,ei-no-havoc
4340,145512,4.0,4464.0,9018.0,0.0,0.0,13931.64,3970.0,0.0,0.0,6.42,1410334.0,916856.0,13264.45,35665.0,33957.0,2327189.0,ei-no-havoc
4341,146512,4.0,4819.0,9027.0,0.0,0.0,13931.64,4002.0,0.0,0.0,5.49,1421173.0,923695.0,13264.45,35665.0,33957.0,2344867.0,ei-no-havoc
4342,147512,4.0,5186.0,9037.0,0.0,0.0,13931.64,4021.0,0.0,0.0,9.83,1429514.0,928789.0,13264.45,35665.0,33957.0,2358302.0,ei-no-havoc
4343,148512,4.0,5422.0,9039.0,0.0,0.0,13931.64,4026.0,0.0,0.0,3.28,1434899.0,931330.0,13264.45,35665.0,33957.0,2366228.0,ei-no-havoc
4344,149512,4.0,5630.0,9040.0,0.0,0.0,13931.64,4035.0,0.0,0.0,2.0,1439740.0,933691.0,13264.45,35665.0,33957.0,2373430.0,ei-no-havoc
4345,150512,4.0,5789.0,9041.0,0.0,0.0,13931.64,4044.0,0.0,0.0,8.52,1445192.0,936323.0,13264.45,35665.0,33957.0,2381514.0,ei-no-havoc
4346,151512,4.0,5912.0,9044.0,0.0,0.0,13931.64,4047.0,0.0,0.0,6.06,1450825.0,938973.0,13264.45,35665.0,33957.0,2389797.0,ei-no-havoc
4347,152512,4.0,6032.0,9049.0,0.0,0.0,13933.98,4052.0,0.0,0.0,2.4,1457426.0,942126.0,13264.84,35671.0,33958.0,2399551.0,ei-no-havoc
4348,153512,4.0,6179.0,9054.0,0.0,0.0,13934.77,4061.0,0.0,0.0,2.94,1463451.0,945109.0,13265.63,35673.0,33960.0,2408559.0,ei-no-havoc
4349,154512,4.0,6316.0,9060.0,0.0,0.0,13935.16,4067.0,0.0,0.0,2.21,1468738.0,948191.0,13266.02,35674.0,33961.0,2416928.0,ei-no-havoc
4350,155512,4.0,6462.0,9065.0,0.0,0.0,13935.16,4074.0,0.0,0.0,1.59,1473287.0,950308.0,13266.02,35674.0,33961.0,2423594.0,ei-no-havoc
4351,156512,4.0,6578.0,9068.0,0.0,0.0,13939.84,4079.0,0.0,0.0,1.33,1477953.0,952472.0,13270.7,35686.0,33973.0,2430424.0,ei-no-havoc
4352,157512,4.0,6704.0,9070.0,0.0,0.0,13939.84,4088.0,0.0,0.0,1.78,1483116.0,954709.0,13270.7,35686.0,33973.0,2437824.0,ei-no-havoc
4353,158512,4.0,6823.0,9074.0,0.0,0.0,13939.84,4100.0,0.0,0.0,1.61,1487606.0,956979.0,13270.7,35686.0,33973.0,2444584.0,ei-no-havoc
4354,159512,4.0,6968.0,9077.0,0.0,0.0,13939.84,4102.0,0.0,0.0,3.41,1491255.0,958757.0,13270.7,35686.0,33973.0,2450011.0,ei-no-havoc
4355,160512,4.0,7101.0,9081.0,0.0,0.0,13939.84,4104.0,0.0,0.0,1.2,1493414.0,959744.0,13270.7,35686.0,33973.0,2453157.0,ei-no-havoc
4356,161512,4.0,7223.0,9083.0,0.0,0.0,13941.41,4107.0,0.0,0.0,2.26,1495564.0,960689.0,13270.7,35690.0,33973.0,2456252.0,ei-no-havoc
4357,162512,4.0,7326.0,9085.0,0.0,0.0,13941.41,4107.0,0.0,0.0,2.05,1497463.0,961451.0,13270.7,35690.0,33973.0,2458913.0,ei-no-havoc
4358,163512,4.0,7431.0,9088.0,0.0,0.0,13941.41,4108.0,0.0,0.0,2.55,1499287.0,962366.0,13270.7,35690.0,33973.0,2461652.0,ei-no-havoc
4359,164512,4.0,7537.0,9094.0,0.0,0.0,13941.41,4108.0,0.0,0.0,1.2,1501044.0,963288.0,13270.7,35690.0,33973.0,2464331.0,ei-no-havoc
4360,165512,4.0,7627.0,9097.5,0.0,0.0,13941.41,4108.5,0.0,0.0,5.0249999999999995,1502553.0,964092.5,13270.7,35690.0,33973.0,2466644.5,ei-no-havoc
4361,166512,4.0,7717.0,9101.0,0.0,0.0,13941.41,4109.0,0.0,0.0,8.85,1504062.0,964897.0,13270.7,35690.0,33973.0,2468958.0,ei-no-havoc
4362,167512,4.0,8081.0,9109.0,0.0,0.0,13941.41,4124.0,0.0,0.0,2.39,1513856.0,972497.0,13270.7,35690.0,33973.0,2486352.0,ei-no-havoc
4363,168512,4.0,8165.0,9115.0,0.0,0.0,13941.41,4124.0,0.0,0.0,0.52,1515862.0,973599.0,13270.7,35690.0,33973.0,2489460.0,ei-no-havoc
4364,169512,4.0,8349.0,9126.0,0.0,0.0,13942.19,4135.0,0.0,0.0,11.14,1520473.0,977221.0,13271.09,35692.0,33974.0,2497693.0,ei-no-havoc
4365,170512,4.0,8537.0,9134.0,0.0,0.0,13942.58,4140.0,0.0,0.0,2.42,1526101.0,981027.0,13271.48,35693.0,33975.0,2507127.0,ei-no-havoc
4366,171512,4.0,8706.0,9160.0,0.0,0.0,13945.31,4143.0,0.0,0.0,2.42,1531302.0,983759.0,13274.22,35700.0,33982.0,2515060.0,ei-no-havoc
4367,172512,4.0,8944.0,9178.0,0.0,0.0,13945.7,4157.0,0.0,0.0,2.01,1536642.0,986946.0,13274.61,35701.0,33983.0,2523587.0,ei-no-havoc
4368,1,0.0,0.0,2.0,0.0,0.0,4955.47,0.0,0.0,0.0,1.25,1.0,1.0,4660.94,12686.0,11932.0,1.0,ei-no-havoc
4369,2,0.0,0.0,7.0,0.0,0.0,5955.47,0.0,0.0,0.0,11.8,3.0,5.0,5665.63,15246.0,14504.0,7.0,ei-no-havoc
4370,4,0.0,0.0,20.0,0.0,0.0,6777.73,0.0,0.0,0.0,9.2,15.0,13.0,6312.5,17351.0,16160.0,27.0,ei-no-havoc
4371,8,0.0,0.0,42.0,0.0,0.0,8164.45,0.0,0.0,0.0,29.51,44.0,45.0,7642.97,20901.0,19566.0,88.0,ei-no-havoc
4372,16,0.0,0.0,68.0,0.0,0.0,8501.56,1.0,0.0,0.0,23.03,122.0,114.0,8014.06,21764.0,20516.0,235.0,ei-no-havoc
4373,32,0.0,3.0,117.0,0.0,0.0,9044.53,2.0,0.0,0.0,22.22,303.0,298.0,8601.95,23154.0,22021.0,600.0,ei-no-havoc
4374,64,0.0,8.0,191.0,0.0,0.0,9435.94,3.0,0.0,0.0,28.09,884.0,727.0,8967.19,24156.0,22956.0,1610.0,ei-no-havoc
4375,128,0.0,21.0,353.0,0.0,0.0,9844.92,10.0,0.0,0.0,80.13,2607.0,1867.0,9359.77,25203.0,23961.0,4473.0,ei-no-havoc
4376,256,0.0,57.0,667.0,0.0,0.0,10567.97,24.0,0.0,0.0,58.31,6922.0,4534.0,10025.0,27054.0,25664.0,11455.0,ei-no-havoc
4377,512,0.0,165.0,1049.0,0.0,0.0,11182.42,53.0,0.0,0.0,42.62,14219.0,11574.0,10601.56,28627.0,27140.0,25792.0,ei-no-havoc
4378,1512,0.0,539.0,1796.0,0.0,0.0,11679.3,153.0,0.0,0.0,18.35,37376.0,33091.0,11070.31,29899.0,28340.0,70466.0,ei-no-havoc
4379,2512,0.0,936.0,2308.0,0.0,0.0,12111.72,311.0,0.0,0.0,66.45,60974.0,52459.0,11481.25,31006.0,29392.0,113432.0,ei-no-havoc
4380,3512,0.0,1347.0,2663.0,0.0,0.0,12235.55,408.0,0.0,0.0,55.56,83214.0,70636.0,11589.84,31323.0,29670.0,153849.0,ei-no-havoc
4381,4512,0.0,1783.0,3006.0,0.0,0.0,12688.28,548.0,0.0,0.0,26.32,107104.0,86117.0,12033.2,32482.0,30805.0,193220.0,ei-no-havoc
4382,5512,0.0,2331.0,3327.0,0.0,0.0,13008.2,692.0,0.0,0.0,60.0,130985.0,101461.0,12317.19,33301.0,31532.0,232445.0,ei-no-havoc
4383,6512,0.0,2949.0,3669.0,0.0,0.0,13110.94,871.0,0.0,0.0,48.54,152340.0,116364.0,12410.55,33564.0,31771.0,268703.0,ei-no-havoc
4384,7512,0.0,3423.0,4004.0,0.0,0.0,13242.97,981.0,0.0,0.0,48.0,170299.0,128806.0,12539.45,33902.0,32101.0,299104.0,ei-no-havoc
4385,8512,0.0,3858.0,4311.0,0.0,0.0,13358.98,1073.0,0.0,0.0,39.74,187506.0,140533.0,12654.3,34199.0,32395.0,328038.0,ei-no-havoc
4386,9512,0.0,4145.0,4625.0,0.0,0.0,13398.83,1179.0,0.0,0.0,22.8,203232.0,150098.0,12692.58,34301.0,32493.0,353329.0,ei-no-havoc
